label,message
spam,Urgent account alert. We detected unusual activity and need verification immediately. Last chance.
spam,Verify your account today. Unlock premium access with this one time opportunity. Limited availability.
spam,"Claim your prize now. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. ."
ham,Lunch plan. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.
ham,Appointment follow-up. The order has been confirmed and details are attached below. Let me know if anything changes.
ham,Family plan. We need to finalize the timeline before Friday. Let me know if anything changes.
ham,Weekly schedule. I completed the task and shared the latest version for review. Please reply when convenient.
spam,"Free gift waiting. Your payment failed, update your information right away. Limited availability. ."
spam,"Free gift waiting. Click the link to claim your reward before it expires. No reply is needed, act now. ."
spam,Action required immediately. Please confirm your details to receive your prize. Last chance.
spam,Limited time offer. Unlock premium access with this one time opportunity. Limited availability.
ham,Order confirmation. Dinner is planned for Saturday evening at home. I appreciate your time.
spam,Urgent account alert. Unlock premium access with this one time opportunity. Last chance.
spam,Limited time offer. Click the link to claim your reward before it expires. Last chance.
spam,Claim your prize now. We detected unusual activity and need verification immediately. Do not miss this opportunity.
spam,"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. ."
ham,Lunch plan. The order has been confirmed and details are attached below. Thanks for your help.
ham,Family plan. Dinner is planned for Saturday evening at home. I appreciate your time.
spam,Special deal for you. You have been selected for a special bonus offer. Offer ends very soon.
spam,Congratulations you won. Unlock premium access with this one time opportunity. Limited availability.
spam,Final notice payment needed. We detected unusual activity and need verification immediately. Last chance.
ham,Team discussion. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your help.
ham,Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.
ham,Homework question. Here are the notes for this week and the next steps. Looking forward to your response.
ham,Weekly schedule. Please review the file and send your feedback when you are free. Let me know if anything changes.
spam,Final notice payment needed. You have been selected for a special bonus offer. Limited availability.
ham,Team discussion. The order has been confirmed and details are attached below. I appreciate your time.
spam,"Congratulations you won. This offer expires soon, so take action now. Last chance. ."
spam,"Exclusive bonus inside. Your payment failed, update your information right away. Do not miss this opportunity. ."
spam,Congratulations you won. You have been selected for a special bonus offer. Last chance.
spam,Action required immediately. You have been selected for a special bonus offer. Do not miss this opportunity.
ham,Meeting reminder. I completed the task and shared the latest version for review. Looking forward to your response.
ham,Order confirmation. Here are the notes for this week and the next steps. Thanks for your help.
ham,Homework question. Please review the file and send your feedback when you are free. Please reply when convenient.
ham,Appointment follow-up. The order has been confirmed and details are attached below. Please reply when convenient.
ham,Class notes. Can you check this and reply when convenient? I appreciate your time.
