label,message
ham,Department Notice: Security Team Advisory: Phishing warning: please be cautious of suspicious emails asking for credentials. Legitimate staff will never ask for your verification code or bank details.
ham,Weekly schedule. Dinner is planned for Saturday evening at home. Looking forward to your response.
spam,"Limited time offer. Your payment failed, update your information right away. Last chance. ."
spam,Final notice payment needed. This is a limited time deal and you should act fast. Offer ends very soon.
ham,Team discussion. Can you check this and reply when convenient? Let me know if anything changes.
ham,Family plan. Can you check this and reply when convenient? Thanks for your help.
spam,Verify your account today. Unlock premium access with this one time opportunity. Do not miss this opportunity.
ham,Vendor Invoice Confirmation: Your vendor payment of $340.00 for lab equipment supplies has been scheduled for direct deposit on Monday. Confirmation number is 77312.
ham,"Limited Seats Available: Registration for the Deep Learning Hands-on Workshop is now open. Seats are limited to 40 participants on a first-come, first-served basis."
spam,Claim your prize now. Your account may be suspended unless you respond now. Last chance.
ham,Family plan. Please review the file and send your feedback when you are free. Looking forward to your response.
ham,Weekly schedule. Can you check this and reply when convenient? Looking forward to your response.
ham,Appointment follow-up. I completed the task and shared the latest version for review. Thanks for your help.
spam,Special deal for you. We detected unusual activity and need verification immediately. Last chance.
ham,Meeting reminder. Can you check this and reply when convenient? Let me know if anything changes.
spam,"Special deal for you. Your payment failed, update your information right away. Last chance. ."
spam,"Verify your account today. This offer expires soon, so take action now. Offer ends very soon. ."
spam,Claim your prize now. Click the link to claim your reward before it expires. Do not miss this opportunity.
spam,"Claim your prize now. We detected unusual activity and need verification immediately. No reply is needed, act now. ."
spam,"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Limited availability. ."
spam,Verify your account today. You have been selected for a special bonus offer. Last chance.
spam,Action required immediately. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,"Special deal for you. Your payment failed, update your information right away. Offer ends very soon. ."
ham,Department Notice: Urgent Notice: The campus library will close early today at 5 PM due to severe weather conditions. All borrowed materials due today will be automatically renewed.
ham,Class notes. I completed the task and shared the latest version for review. Please reply when convenient.
ham,Health Insurance Claim Status: Your claim for the medical consultation on Sept 14 has been processed. Claim statement is available on the student wellness portal.
ham,Class notes. I completed the task and shared the latest version for review. Thanks for your help.
ham,Family plan. Please review the file and send your feedback when you are free. Please reply when convenient.
spam,Special deal for you. Click the link to claim your reward before it expires. Offer ends very soon.
